fips,TOT_POP,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,county_pop2018_18 and older,anycondition_number,COPD_number,diabetes_number,CKD_number,Urban_rural_code,Obesity_number
48203,66726,66726,186,1250,12.0,10.2,1.8,1.0,0.1,1.1,6591,15027,13781,8360,15.1,34.3,31.5,19.1,9584,14.7,22.8,22.5,50131,45550,54712,30028,28720,1308,4.4,50131,82.7,224.8,199.9,72.9,66.5,6.2,5.4,23.01550301,13.58379637,1.215869502,25.24730936,22.3459611,78.80601223,0,66606,14535,21.8,48,203,49861,25401,4356,7099,1766,5,17900
37031,69524,69524,605,999,7.6,12.7,-5.1,0.4,13.4,13.8,4603,13055,19545,14752,8.9,25.1,37.6,28.4,6717,9.8,15.9,15.5,55052,52153,57951,31755,30386,1369,4.3,55052,102.1,255.0,223.5,86.2,78.1,7.1,6.2,31.58288805,28.40250394,0.749901094,33.84598242,26.94287503,100.2925758,8,68699,21116,30.7,37,31,57316,28232,5241,7674,2009,5,19315
17005,16630,16630,-5,1601,8.7,10.2,-1.5,0.4,0.9,1.3,1216,4354,3677,2576,10.3,36.8,31.1,21.8,2075,13.8,18.3,16.1,54800,49055,60545,7929,7582,347,4.4,54800,84.2,284.4,240.5,99.6,87.2,7.0,5.8,6.477840968,3.252625366,0.244077425,12.59674455,7.901843486,27.91097144,0,17034,4097,24.1,17,5,13396,6248,1190,1511,427,2,4715
39137,33780,33780,-74,303,12.3,9.4,2.9,0.2,-5.2,-5.1,1528,9565,6882,4575,6.8,42.4,30.5,20.3,1835,5.5,6.5,6.1,64304,60299,68309,18615,17988,627,3.4,64304,114.5,292.7,248.6,93.7,83.7,8.3,7.1,17.45142497,6.461564205,0.560618719,22.84665769,15.62218966,65.83513225,0,34037,7762,22.8,39,137,25173,10585,2134,2740,721,6,8282
26135,8276,8276,13,65,10.9,13.5,-2.7,0.0,4.2,4.2,1030,2323,2160,661,16.7,37.6,35.0,10.7,1408,17.1,28.2,28.6,38927,35265,42589,2976,2785,191,6.4,38927,68.7,287.0,249.7,97.8,87.6,7.9,6.7,3.6594869,3.132090259,0.119223103,6.139161848,4.986671855,16.80962953,0,8304,2898,34.9,26,135,6666,3503,885,1009,282,6,2460
35053,16735,16735,-150,581,11.2,9.2,2.0,2.7,-13.7,-10.9,2291,3981,2352,2323,20.9,36.4,21.5,21.2,4767,29.6,36.0,33.9,33989,30416,37562,6455,6112,343,5.3,33989,71.7,244.8,213.8,91.1,82.1,7.7,7.3,8.162136805,4.248783542,0.327443844,7.81872009,9.064603985,23.11274355,0,17098,4106,24.0,35,53,12977,6306,1121,1999,546,6,4386
19171,16904,16904,-151,291,12.5,10.7,1.8,0.2,-11.0,-10.8,1053,4654,4045,1875,9.1,40.0,34.8,16.1,1896,11.4,15.2,14.5,56954,51656,62252,9509,9228,281,3.0,56954,94.8,218.2,193.1,84.8,77.9,6.9,6.5,10.29404162,4.568583509,0.631996312,6.844841413,11.57410195,21.88956718,0,17236,4455,25.8,19,171,12829,6222,1005,1515,423,6,4580
55003,15600,15600,87,623,11.1,10.9,0.2,0.3,5.1,5.5,843,3792,3767,2250,7.9,35.6,35.4,21.1,2356,15.8,23.1,21.0,44627,41169,48085,7910,7572,338,4.3,44627,73.4,264.9,238.3,94.6,86.4,7.9,7.1,8.160152251,4.93741537,0.356889263,8.189669408,8.790746062,24.67902672,0,15779,4029,25.5,55,3,12191,5512,991,1422,421,6,4340
45025,45754,45754,-166,874,10.1,12.3,-2.2,0.2,-1.6,-1.4,7574,12841,8135,3204,23.9,40.4,25.6,10.1,9453,20.9,30.6,29.8,39046,35293,42799,21952,21237,715,3.3,39046,74.4,229.5,205.0,80.1,72.3,7.0,6.2,19.0876888,9.44035151,0.620957344,19.23167891,21.0675528,58.06401138,6,46127,10606,23.0,45,25,35722,19053,3839,6153,1455,6,14039
29135,16121,16121,99,1377,12.0,10.2,1.8,0.9,3.5,4.4,1679,4501,2434,2017,15.8,42.3,22.9,19.0,1723,11.7,15.3,14.3,57047,52962,61132,7223,7007,216,3.0,57047,104.8,273.1,236.3,86.6,79.0,7.0,6.3,8.991412485,1.749865175,0.321027897,10.02817471,7.199445291,28.58990244,0,15904,3467,21.8,29,135,12188,5649,1122,1340,357,4,4363
1073,659300,659300,-246,16694,12.8,11.1,1.7,0.7,-2.7,-2.0,46025,120037,137208,145462,10.3,26.8,30.6,32.4,103604,16.1,22.6,21.1,55013,53290,56736,314014,302359,11655,3.7,55013,110.3,217.1,196.7,77.2,71.2,7.6,6.9,342.2029959,72.16342248,13.62337508,308.2120007,251.9649966,855.4400474,471,659460,138161,21.0,1,73,509229,233701,41253,68819,17072,1,175684
48257,128622,128622,5777,1302,13.9,7.9,6.0,0.6,39.3,39.8,10550,25276,24654,15799,13.8,33.1,32.3,20.7,14539,11.5,15.3,13.4,67434,62603,72265,61846,59700,2146,3.5,67434,111.2,224.8,199.9,72.9,66.5,6.2,5.4,44.36501556,26.18432181,2.34372759,48.66707767,43.07439692,151.9076058,8,114852,19451,16.9,48,257,92966,43786,6634,10967,2664,2,35327
40029,5520,5520,-111,61,13.3,13.3,0.0,0.0,-19.9,-19.9,626,1575,913,665,16.6,41.7,24.2,17.6,1229,22.6,28.5,28.2,39396,35811,42981,2278,2191,87,3.8,39396,75.9,206.7,189.1,73.9,68.5,6.2,5.8,1.58331091,1.803098543,0.174990154,1.846496101,3.163821978,6.52643277,0,5666,1536,27.1,40,29,4187,2192,499,658,170,6,1491
53009,76737,76737,1025,1871,8.8,13.3,-4.6,1.0,16.9,17.9,4112,14831,22884,14746,7.3,26.2,40.5,26.1,9968,13.3,20.6,19.9,57183,53277,61089,28030,26240,1790,6.4,57183,77.3,278.8,246.3,100.6,91.7,6.9,6.1,30.92660801,19.42968985,0.936861356,38.16691697,44.97952835,113.2074749,19,73439,26654,36.3,53,9,63682,27160,5342,8547,2441,5,19359
20183,3603,3603,-33,56,11.3,12.4,-1.1,0.0,-8.0,-8.0,185,1010,1038,527,6.7,36.6,37.6,19.1,431,12.2,18.0,18.1,41899,37906,45892,1946,1897,49,2.5,41899,72.1,227.6,206.5,88.0,80.5,6.8,6.3,2.031982085,1.02960359,0.1720131,1.491192699,2.213895219,4.718603952,0,3693,1327,35.9,20,183,2869,1509,277,406,110,6,1139
29181,13401,13401,-168,63,11.6,16.2,-4.6,-0.1,-7.7,-7.8,1921,4034,2603,1044,20.0,42.0,27.1,10.9,3116,23.5,34.0,32.1,32802,29486,36118,5129,4862,267,5.2,32802,60.3,273.1,236.3,86.6,79.0,7.0,6.3,7.474345184,1.45462088,0.266862778,8.336180713,5.984725907,23.76609904,0,13807,3623,26.2,29,181,10326,5771,1419,1610,423,6,3872
22023,6968,6968,42,20,8.9,8.9,0.0,-0.1,6.2,6.0,869,1857,1507,558,18.1,38.8,31.5,11.6,962,13.9,19.6,18.1,57299,50918,63680,4057,3914,143,3.5,57299,119.3,260.3,231.8,84.1,75.8,9.1,7.8,3.534856173,1.146884384,0.236255193,3.748682075,2.679552564,11.20417822,0,6806,1649,24.2,22,23,5427,2607,562,680,177,4,1954
41067,597695,597695,6531,7348,11.5,5.9,5.7,4.0,1.4,5.3,33294,69211,120704,173384,8.4,17.5,30.4,43.7,51789,8.8,10.0,9.1,82819,80086,85552,322574,311317,11257,3.5,82819,131.1,303.4,271.5,109.4,101.0,9.2,8.3,299.6523969,165.1582463,8.700045792,366.4002892,282.1096816,878.8472487,85,572071,100693,17.6,41,67,461081,164334,24373,43790,11292,2,129103
47157,935764,935764,-209,18241,13.7,8.9,4.7,1.4,-6.3,-5.0,72057,167979,180080,189720,11.8,27.5,29.5,31.1,198554,21.7,33.2,29.5,47924,45793,50055,442379,424005,18374,4.2,47924,91.5,253.1,225.8,85.1,77.8,8.1,7.4,794.4997824,164.7605673,15.89552453,495.8021433,343.6197737,1396.456385,277,937847,169553,18.1,47,157,703043,313134,60056,102346,23966,1,238332
37009,27109,27109,306,323,7.7,13.2,-5.5,-0.3,17.0,16.8,3187,6534,6663,3848,15.8,32.3,32.9,19.0,4542,16.9,26.2,23.3,41864,37707,46021,12750,12292,458,3.6,41864,77.6,255.0,223.5,86.2,78.1,7.1,6.2,12.31489143,11.07478683,0.292403613,13.19732377,10.50564408,39.10637244,0,26833,8552,31.9,37,9,22326,10171,2382,3040,845,6,7301
17165,23906,23906,-129,883,12.9,13.7,-0.8,0.0,-4.6,-4.6,2320,4877,6880,3039,13.6,28.5,40.2,17.8,4692,20.3,29.7,30.7,40761,36597,44925,9879,9236,643,6.5,40761,62.6,284.4,240.5,99.6,87.2,7.0,5.8,9.312042464,4.675722309,0.350866803,18.10810434,11.35907819,40.12265083,0,24430,6376,26.1,17,165,18726,9179,2070,2449,708,6,6704
18067,82366,82366,55,1281,11.8,11.4,0.4,0.3,0.1,0.4,6351,20794,17783,12110,11.1,36.5,31.2,21.2,9942,12.3,19.3,17.6,55365,51740,58990,37645,36116,1529,4.1,55365,99.4,230.8,212.0,80.3,74.4,6.5,6.1,42.50074463,10.40055871,1.624702662,32.38327806,40.90065868,107.1565256,13,82457,20461,24.8,18,67,63686,28362,6556,8486,2137,4,22099
13057,254149,254149,6255,1732,11.0,6.3,4.7,1.2,19.0,20.2,13931,36896,51003,59717,8.6,22.8,31.6,37.0,18576,7.4,9.4,8.9,82733,79293,86173,132799,128664,4135,3.1,82733,141.1,228.7,202.9,79.1,71.9,7.0,6.1,116.3297061,80.37984053,3.503179104,120.2677626,82.40926843,308.9562371,15,235896,42210,17.9,13,57,192056,71867,12361,19193,4965,2,54736
29071,103670,103670,382,858,11.7,10.1,1.6,0.1,2.0,2.1,8476,23225,24949,14241,12.0,32.8,35.2,20.1,9383,9.2,13.2,12.1,58738,54766,62710,52287,50683,1604,3.1,58738,108.0,273.1,236.3,86.6,79.0,7.0,6.3,57.82145849,11.25293237,2.064447742,64.48860939,46.29777888,183.854301,13,102413,22817,22.3,29,71,79847,38545,7300,8774,2379,2,29224
30107,2236,2236,52,147,11.3,10.9,0.5,14.5,9.0,23.5,289,504,353,283,20.2,35.3,24.7,19.8,411,19.0,27.8,25.2,38449,34310,42588,782,743,39,5.0,38449,69.6,247.1,236.2,91.5,88.0,9.8,9.4,1.060847873,0.822999045,0.117871986,0.724070771,1.235550995,2.424795139,0,2108,537,25.5,30,107,1682,696,165,223,66,6,528
19077,10720,10720,53,168,10.6,12.3,-1.8,0.8,5.8,6.6,539,2904,2594,1486,7.2,38.6,34.5,19.8,1198,11.4,14.0,11.7,60306,54375,66237,5570,5426,144,2.6,60306,100.4,218.2,193.1,84.8,77.9,6.9,6.5,6.528166482,2.897255988,0.400792739,4.340789159,7.339941606,13.88169428,0,10664,3168,29.7,19,77,8319,3696,641,941,274,3,3128
17047,6392,6392,-79,52,11.0,9.8,1.2,0.0,-13.5,-13.5,384,1591,1930,633,8.5,35.1,42.5,13.9,701,11.1,14.7,13.4,51280,46367,56193,2779,2653,126,4.5,51280,78.8,284.4,240.5,99.6,87.2,7.0,5.8,2.489859258,1.250197315,0.093814967,4.84175533,3.037196847,10.72801741,0,6570,1759,26.8,17,47,4959,2359,454,560,162,6,1755
5011,10897,10897,44,226,11.2,12.0,-0.7,0.0,4.8,4.8,1352,3120,1880,1142,18.0,41.6,25.1,15.2,2329,21.7,29.8,28.0,37729,34162,41296,4362,4166,196,4.5,37729,80.1,207.6,188.2,79.9,75.0,7.0,6.5,4.718450806,0.755675263,0.318179058,3.250488333,6.09240583,13.15019585,0,10994,2825,25.7,5,11,8286,4393,865,1355,332,6,3066
13067,756865,756865,4082,9330,12.3,6.1,6.1,3.2,-3.9,-0.7,40881,93091,132011,231209,8.2,18.7,26.6,46.5,67585,9.1,13.2,13.3,78603,75736,81470,426279,411814,14465,3.4,78603,134.1,228.7,202.9,79.1,71.9,7.0,6.1,346.4341115,239.3740995,10.43259526,358.1617875,245.4178098,920.0829528,119,739072,120689,16.3,13,67,578319,204702,32770,57758,15020,2,161351
30059,1866,1866,10,174,7.5,10.2,-2.7,1.1,7.5,8.6,80,598,420,387,5.4,40.3,28.3,26.1,285,15.9,31.3,31.1,44572,39635,49509,955,918,37,3.9,44572,80.7,247.1,236.2,91.5,88.0,9.8,9.4,0.885305068,0.686814051,0.09836723,0.60425584,1.031099355,2.023554441,0,2000,578,28.9,30,59,1505,618,132,200,59,6,471
55059,169290,169290,708,4385,11.1,8.1,3.0,0.9,0.4,1.2,11027,34817,37507,28785,9.8,31.0,33.4,25.7,19819,12.0,15.4,14.4,65013,61221,68805,89687,86523,3164,3.5,65013,107.0,264.9,238.3,94.6,86.4,7.9,7.1,88.55334452,53.5804518,3.872934831,88.87366244,95.39650005,267.8148996,27,167886,31603,18.8,55,59,130616,55934,8358,12358,3700,2,46107
2230,1148,1148,-14,32,9.5,19.9,-10.4,1.7,-3.5,-1.7,51,189,296,273,6.3,23.4,36.6,33.7,49,4.3,8.9,9.2,74635,68393,80877,836,754,82,9.8,74635,99.6,276.9,256.7,112.8,105.6,9.6,8.5,0.7472357,0.5386324,0.032691562,0.339369547,0.921590696,1.317002921,0,1038,175,16.9,2,230,966,352,55,77,23,6,279
39083,61893,61893,590,3576,11.9,10.1,1.8,-0.1,8.0,7.9,3733,15990,11156,9122,9.3,40.0,27.9,22.8,8039,13.8,20.4,19.0,56885,52002,61768,31155,29802,1353,4.3,56885,101.3,292.7,248.6,93.7,83.7,8.3,7.1,31.97516417,11.83912354,1.027186926,41.86051464,28.62356971,120.6256317,12,60945,14197,23.3,39,83,47832,22721,4450,5658,1457,5,16646
18117,19489,19489,85,258,11.5,11.8,-0.4,0.4,4.3,4.7,2259,6095,3501,1660,16.7,45.1,25.9,12.3,2979,15.6,21.8,21.3,44968,40554,49382,8597,8264,333,3.9,44968,80.7,230.8,212.0,80.3,74.4,6.5,6.1,10.05629765,2.460924273,0.384428407,7.662357114,9.677693915,25.35480085,0,19623,4677,23.8,18,117,15064,7861,1847,2192,540,6,5604
48051,18389,18389,321,180,11.7,12.2,-0.5,2.0,16.0,18.0,2168,4864,3244,2120,17.5,39.2,26.2,17.1,2686,14.8,23.7,22.3,53626,48528,58724,8223,7928,295,3.6,53626,88.4,224.8,199.9,72.9,66.5,6.2,5.4,6.342836149,3.743554709,0.335081142,6.957899048,6.158317279,21.71812725,0,17596,4934,28.0,48,51,14310,7277,1268,2063,515,4,5495
30069,513,513,2,0,3.9,2.0,2.0,0.0,2.0,2.0,4,137,99,98,1.2,40.5,29.3,29.0,83,16.2,31.5,27.4,41009,36445,45573,287,275,12,4.2,41009,74.2,247.1,236.2,91.5,88.0,9.8,9.4,0.243387728,0.188818654,0.027043081,0.166121782,0.283469437,0.556314806,0,453,141,31.1,30,69,421,166,30,48,14,6,121
1023,12841,12841,-94,129,10.4,13.7,-3.3,-0.2,-3.9,-4.0,1754,3606,2851,1225,18.6,38.2,30.2,13.0,2806,22.1,32.1,29.2,39907,36327,43487,4694,4434,260,5.5,39907,80.0,217.1,196.7,77.2,71.2,7.6,6.9,6.664991159,1.40550661,0.265338631,6.002958139,4.907451117,16.66116434,0,13188,3759,28.5,1,23,10274,5876,1212,1976,464,6,4408
47037,692587,692587,3581,26433,14.2,8.0,6.2,5.0,-6.0,-1.0,53735,106640,120319,189249,11.4,22.7,25.6,40.3,102623,15.4,25.4,26.1,60799,59182,62416,396574,386136,10438,2.6,60799,116.1,253.1,225.8,85.1,77.8,8.1,7.4,588.0331161,121.944237,11.76475441,366.9580354,254.3232997,1033.55925,614,678322,113356,16.7,47,37,548560,205657,38870,58228,15193,1,172796
8083,26158,26158,10,243,10.0,10.7,-0.7,-0.5,1.7,1.2,1921,5361,5739,5207,10.5,29.4,31.5,28.6,4235,16.3,28.8,28.5,50180,45762,54598,13338,12706,632,4.7,50180,69.7,285.7,262.5,95.4,88.9,7.8,7.1,13.29585797,10.31979028,0.408750038,11.49552072,12.50591408,33.47616882,4,25770,7299,28.3,8,83,20402,7539,1678,2321,740,6,5080
21151,92368,92368,1142,6673,10.8,8.1,2.7,1.2,8.4,9.7,7115,15231,15747,16727,13.0,27.8,28.7,30.5,14065,16.5,17.6,14.9,51897,48854,54940,46892,45083,1809,3.9,51897,103.4,230.9,214.6,77.3,72.9,8.3,7.6,60.64980546,20.38197279,2.17049406,40.82595971,39.27560681,133.4543776,12,88376,16155,18.3,21,151,73224,33675,6893,8192,2046,5,26873
24001,70975,70975,-411,7592,8.6,12.4,-3.8,0.9,-2.9,-2.0,5043,21007,14979,9161,10.0,41.9,29.8,18.3,10570,16.7,21.3,18.4,43535,40021,47049,31984,30220,1764,5.5,43535,52.4,386.0,306.1,116.2,97.6,9.6,7.5,39.26534798,27.02649288,0.587277116,66.80864472,20.14360508,161.2897871,15,72591,18311,25.2,24,1,58654,27494,5535,7481,1934,4,20939
28083,28919,28919,-405,1490,15.3,12.2,3.1,0.1,-17.2,-17.1,3834,6599,4481,3157,21.2,36.5,24.8,17.5,9655,35.1,49.0,47.5,29244,26020,32468,10251,9559,692,6.8,29244,65.4,191.3,174.8,65.9,61.2,7.1,6.7,20.19903835,1.036096406,0.958631254,11.41642676,10.62240895,32.73870981,9,30113,5674,18.8,28,83,20950,11485,2296,4027,968,5,9448
51690,12902,12902,-67,377,15.5,14.0,1.5,0.4,-7.0,-6.6,1550,2806,2718,1913,17.2,31.2,30.2,21.3,3098,24.7,33.7,33.7,33892,30531,37253,5456,5203,253,4.6,33892,46.7,263.2,231.8,90.3,81.7,7.3,6.3,6.78296462,3.183964187,0.145414159,6.434576531,5.648431235,17.80111662,0,13256,3469,26.2,51,690,9708,5105,982,1639,413,5,3738
51685,17307,17307,621,6,1.0,2.9,-1.9,10.9,27.2,38.1,2145,2564,2945,3162,19.8,23.7,27.2,29.2,1203,7.0,11.9,9.6,77032,68834,85230,8944,8702,242,2.7,77032,106.1,263.2,231.8,90.3,81.7,7.3,6.3,9.098803959,4.271033033,0.195061452,8.631469231,7.576918259,23.87877269,0,16117,1822,11.3,51,685,13389,5230,721,1405,329,2,4244
51047,51859,51859,592,1475,12.1,8.4,3.7,1.6,6.1,7.7,4971,10172,10220,8332,14.8,30.2,30.3,24.7,4375,8.7,11.3,10.6,72111,65919,78303,24178,23490,688,2.8,72111,99.3,263.2,231.8,90.3,81.7,7.3,6.3,27.26381664,12.7977987,0.584485573,25.86348662,22.70361149,71.55077559,6,49795,10197,20.5,51,47,38995,17387,3008,4572,1170,2,13570
29175,24763,24763,-169,2255,11.6,9.7,2.0,0.2,-9.0,-8.9,2345,6078,6122,2626,13.7,35.4,35.7,15.3,3960,17.6,26.1,24.0,44975,40663,49287,10257,9863,394,3.8,44975,82.7,273.1,236.3,86.6,79.0,7.0,6.3,13.81144764,2.687917085,0.493121631,15.40398799,11.05885886,43.91611899,8,24987,5586,22.4,29,175,19384,9087,1903,2271,611,5,7405
47003,49038,49038,900,544,13.3,9.6,3.7,1.1,13.7,14.9,6015,12740,7509,5106,19.2,40.6,23.9,16.3,6955,14.4,22.8,20.5,49860,45538,54182,20592,19820,772,3.7,49860,95.2,253.1,225.8,85.1,77.8,8.1,7.4,41.63515623,8.634152091,0.832992861,25.98213385,18.00713263,73.18023371,8,46854,9596,20.5,47,3,36583,18324,3966,4957,1213,5,13645
48461,3671,3671,10,62,15.5,5.2,10.4,3.0,-10.6,-7.6,503,927,653,228,21.8,40.1,28.3,9.9,512,14.2,20.2,19.4,53867,48001,59733,1580,1526,54,3.4,53867,88.8,224.8,199.9,72.9,66.5,6.2,5.4,1.266221736,0.747326627,0.06689232,1.389006874,1.229386195,4.335594384,0,3575,636,17.8,48,461,2588,1304,201,381,91,6,1017
31071,1987,1987,-12,54,9.0,13.0,-4.0,0.0,-2.0,-2.0,56,439,623,319,3.9,30.5,43.4,22.2,253,13.1,18.2,17.4,46245,41698,50792,1173,1145,28,2.4,46245,77.4,239.2,214.5,88.2,80.3,6.8,6.2,1.076270897,0.846597777,0.09578296,0.920752327,1.297704622,2.827142211,0,1958,734,37.5,31,71,1622,719,124,193,58,6,537
19129,15063,15063,10,565,10.2,9.0,1.2,-0.2,-0.2,-0.4,676,3562,3620,2442,6.6,34.6,35.1,23.7,1257,8.6,10.5,9.2,64271,57900,70642,7307,7156,151,2.1,64271,107.0,218.2,193.1,84.8,77.9,6.9,6.5,9.172926466,4.071023036,0.563166141,6.099375662,10.31357653,19.50559337,0,14933,3584,24.0,19,129,11510,5210,788,1168,334,3,4132
41003,92101,92101,534,5325,8.2,6.4,1.8,5.2,-1.2,4.1,2479,7563,15157,29165,4.6,13.9,27.9,53.6,13739,15.8,11.9,9.9,63600,58874,68326,48345,46810,1535,3.2,63600,100.7,303.4,271.5,109.4,101.0,9.2,8.3,46.17452949,25.44983586,1.340621751,56.45995538,43.47130858,135.4247743,12,88249,18413,20.9,41,3,77133,22352,4562,6380,1977,4,16892
20019,3309,3309,-19,79,8.1,13.9,-5.7,0.0,0.0,0.0,310,870,855,411,12.7,35.6,35.0,16.8,553,17.2,26.8,25.5,41129,36743,45515,1417,1360,57,4.0,41129,70.7,227.6,206.5,88.0,80.5,6.8,6.3,1.866175054,0.945589309,0.15797706,1.369513362,2.033244319,4.333572156,0,3425,1156,33.8,20,19,2651,1395,291,416,110,6,1015
13227,31980,31980,454,398,9.6,11.2,-1.5,-0.2,16.0,15.7,3376,6492,7160,5298,15.1,29.1,32.1,23.7,3462,11.0,19.8,18.1,65062,59622,70502,15158,14626,532,3.5,65062,111.0,228.7,202.9,79.1,71.9,7.0,6.1,14.63796435,10.11433175,0.440810972,15.13349668,10.36969811,38.87648766,6,30343,8464,27.9,13,227,25480,11480,2362,3234,836,2,8230
42127,51276,51276,61,3727,8.0,12.2,-4.3,0.1,5.4,5.5,3981,17118,10049,7971,10.2,43.8,25.7,20.4,6163,13.0,18.3,18.2,53602,49394,57810,22367,21310,1057,4.7,53602,88.0,320.5,273.3,100.8,88.2,8.7,7.2,28.03811554,22.6971408,0.796742109,41.54269411,28.84286511,107.1678193,8,51656,15447,29.9,42,127,42756,18888,3904,5451,1457,6,14238
34021,369811,369811,1209,20371,11.4,8.2,3.2,7.2,-7.1,0.0,29717,60605,53403,103968,12.0,24.5,21.6,42.0,38279,10.9,13.7,13.2,79979,76688,83270,196494,189277,7217,3.7,79979,97.8,306.5,271.0,97.7,87.5,7.6,6.7,229.0220246,77.29545222,3.403988766,293.4902509,112.4146534,650.4109266,92,373362,75299,20.2,34,21,291116,111806,17022,32972,8158,3,88790
12037,11736,11736,-16,1464,8.2,8.5,-0.3,1.4,-2.4,-1.0,1768,3200,2461,1537,19.7,35.7,27.4,17.1,2343,22.8,36.6,35.7,40297,35911,44683,4840,4673,167,3.5,40297,72.7,265.2,240.7,86.8,80.1,6.9,6.0,6.810401738,3.357263575,0.119567733,6.388884155,4.56230796,16.03585128,0,11675,3127,26.8,12,37,9848,4715,1235,1411,392,6,3319
13265,1608,1608,-14,7,7.4,13.0,-5.6,0.0,-4.3,-4.3,372,617,212,90,28.8,47.8,16.4,7.0,395,24.6,41.8,40.6,34090,30374,37806,585,555,30,5.1,34090,58.1,228.7,202.9,79.1,71.9,7.0,6.1,0.73601772,0.508563022,0.022164604,0.760933792,0.521403207,1.954765233,0,1844,511,27.7,13,265,1336,751,170,296,70,6,525
27073,6658,6658,-37,154,9.6,13.8,-4.2,0.4,-1.6,-1.2,366,1840,1841,953,7.3,36.8,36.8,19.1,619,9.5,11.8,10.7,52445,48324,56566,3528,3400,128,3.6,52445,74.6,302.7,265.0,104.9,96.0,7.4,6.6,3.417292516,2.150046541,0.150693107,3.814790082,4.160079014,11.13349155,0,6840,2313,33.8,27,73,5316,2355,366,626,189,6,1829
21049,36249,36249,309,458,11.6,10.3,1.3,0.1,7.2,7.3,3658,8732,7689,5037,14.6,34.8,30.6,20.1,5712,16.0,24.8,23.9,50162,45774,54550,17202,16493,709,4.1,50162,99.9,230.9,214.6,77.3,72.9,8.3,7.6,23.80147668,7.998723929,0.851791088,16.02178475,15.41336254,52.37298345,8,35757,8552,23.9,21,49,28162,15005,3224,3937,942,3,11096
51750,18339,18339,680,3473,7.6,4.4,3.2,2.8,31.3,34.2,788,1859,2164,3092,10.0,23.5,27.4,39.1,4513,30.4,18.0,16.4,39254,34914,43594,8301,7993,308,3.7,39254,54.1,263.2,231.8,90.3,81.7,7.3,6.3,9.641357012,4.525710683,0.206692781,9.146155558,8.02872271,25.30264127,0,17380,2037,11.7,51,750,16054,5980,1044,1260,374,4,4800
51710,244076,244076,-846,34020,13.9,8.6,5.3,2.0,-10.7,-8.7,18818,39004,51966,42709,12.3,25.6,34.1,28.0,41471,19.7,28.2,27.7,48519,46243,50795,111524,107496,4028,3.6,48519,66.8,263.2,231.8,90.3,81.7,7.3,6.3,128.3180028,60.23323849,2.75089957,121.727306,106.8552552,336.7559556,113,245752,36773,15.0,51,710,196291,84470,12529,21283,5487,1,71254
34019,124714,124714,86,3682,7.4,8.0,-0.6,0.7,0.6,1.3,4335,18755,19362,45980,4.9,21.2,21.9,52.0,5317,4.4,4.0,3.6,112335,106600,118070,63020,60971,2049,3.3,112335,137.4,306.5,271.0,97.7,87.5,7.6,6.7,77.23473012,26.06689641,1.147951399,98.97580967,37.91039499,219.3427137,12,125717,30279,24.1,34,19,100617,34804,5827,9137,2641,2,28575
48097,40574,40574,590,631,14.0,10.2,3.8,1.2,9.6,10.9,3683,8382,9098,5471,13.8,31.5,34.2,20.5,5914,14.8,24.9,25.3,52047,47306,56788,19182,18591,591,3.1,52047,85.8,224.8,199.9,72.9,66.5,6.2,5.4,13.99500973,8.259883014,0.739332332,15.35210158,13.58788217,47.91947877,5,39064,9693,24.8,48,97,30888,14449,2594,3947,1017,5,10996
34027,494228,494228,3,8565,9.2,7.8,1.4,3.5,-4.9,-1.4,19588,69634,70935,184984,5.7,20.2,20.6,53.6,22980,4.7,5.0,4.8,112396,108789,116003,252984,244696,8288,3.3,112396,137.4,306.5,271.0,97.7,87.5,7.6,6.7,306.0728242,103.3002717,4.549206378,392.2303548,150.2347667,869.2312869,91,498847,110520,22.2,34,27,389906,120952,19702,33899,9826,2,99816
